2;2015;8446 - SERVICO DE APOIO A GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA;INCLUSAO SOCIAL POR MEIO DO BOLSA FAMILIA, DO CADASTRO UNICO;08 - Assistência social;Fundo Público;ES;ITARANA;2433.62
1;2015;8893 - APOIO A ORGANIZACAO, A GESTAO E A VIGILANCIA SOCIAL NO TERRITORIO, NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL - SUAS;CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);08 - Assistência social;Fundo Público;ES;MONTANHA;2107.86
2;2015;2A65 - SERVICOS DE PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);08 - Assistência social;Fundo Público;ES;GUAÇUÍ;28424.24
1;2015;2A65 - SERVICOS DE PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);08 - Assistência social;Fundo Público;ES;VENDA NOVA DO IMIGRANTE;19500.00
2;2015;8446 - SERVICO DE APOIO A GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA;INCLUSAO SOCIAL POR MEIO DO BOLSA FAMILIA, DO CADASTRO UNICO;08 - Assistência social;Fundo Público;ES;DIVINO DE SÃO LOURENÇO;1371.53
2;2015;8446 - SERVICO DE APOIO A GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA;INCLUSAO SOCIAL POR MEIO DO BOLSA FAMILIA, DO CADASTRO UNICO;08 - Assistência social;Fundo Público;ES;CACHOEIRO DE ITAPEMIRIM;17910.38
2;2015;2A60 - SERVICOS DE PROTECAO SOCIAL BASICA;CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);08 - Assistência social;Fundo Público;ES;ATILIO VIVACQUA;12000.00
1;2015;8893 - APOIO A ORGANIZACAO, A GESTAO E A VIGILANCIA SOCIAL NO TERRITORIO, NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL - SUAS;CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);08 - Assistência social;Fundo Público;ES;IRUPI;506.58
1;2015;8893 - APOIO A ORGANIZACAO, A GESTAO E A VIGILANCIA SOCIAL NO TERRITORIO, NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL - SUAS;CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);08 - Assistência social;Fundo Público;ES;DORES DO RIO PRETO;500.00
2;2015;2A60 - SERVICOS DE PROTECAO SOCIAL BASICA;CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);08 - Assistência social;Fundo Público;ES;MUCURICI;12000.00
2;2015;2A65 - SERVICOS DE PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);08 - Assistência social;Fundo Público;ES;MUQUI;9204.70
1;2015;2A65 - SERVICOS DE PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);08 - Assistência social;Fundo Público;ES;RIO NOVO DO SUL;860.55
2;2015;2A65 - SERVICOS DE PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);08 - Assistência social;Fundo Público;ES;ALFREDO CHAVES;556.75
2;2015;2A65 - SERVICOS DE PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);08 - Assistência social;Fundo Público;ES;RIO BANANAL;1946.40
